x [px],y [px],u [px/frame],v [px/frame],magnitude
20,20,-2.756247694,-2.067285325,3.445369351
20,36,-2.561781655,-2.357129689,3.481204622
20,52,-2.555542175,-2.017301982,3.255810666
20,68,-2.814152263,-2.004541364,3.455088861
20,84,-2.691243799,-1.960083543,3.329372416
20,100,0.5140640221,-2.161766175,2.222047437
20,116,1.426148769,1.031587285,1.760134267
20,132,2.818056732,1.861486236,3.3773621
20,148,2.578147941,3.217996236,4.12339018
20,164,0.893709947,5.283985967,5.359032111
20,180,-0.4392942511,6.38340636,6.398504216
20,196,0.9537942145,5.029383774,5.119025742
20,212,0.1477103511,2.508595052,2.512940008
20,228,0.5008035619,1.516518274,1.59706978
20,244,-1.189162191,0.6066623746,1.334970394
20,260,0.4011679611,0.262670815,0.479511929
20,276,1.153267967,0.1152309014,1.159010425
20,292,-4.672892833,-0.6072428718,4.712183287
20,308,-1.780873735,1.834615659,2.556819484
20,324,-1.47968364,2.223389045,2.670753175
20,340,-0.9892122643,1.037334589,1.433388975
20,356,-1.525882513,-1.078613189,1.868615491
20,372,-2.293595993,-3.299923083,4.018715582
20,388,-4.350982162,-1.000578684,4.464549639
20,404,-3.041802482,-0.5434459597,3.089966966
20,420,2.093992685,-1.11517656,2.372430004
20,436,1.586081078,0.3658960279,1.627738643
20,452,2.777731528,-0.1095395511,2.779890529
20,468,3.041774571,0.7759993341,3.139198545
20,484,2.631085293,0.05889101475,2.631744283
20,500,2.231790796,-0.01286267208,2.231827862
36,20,-2.950713733,-1.77744096,3.44470723
36,36,-2.373555096,-2.98680176,3.815068616
36,52,-2.290692608,-1.690234894,2.846781801
36,68,-1.745671835,-1.388765904,2.230704125
36,84,-1.502447596,-2.168576753,2.6381952
36,100,-0.6553759383,-1.265988699,1.42556831
36,116,0.278221262,0.03535043339,0.280458061
36,132,0.9800735292,1.210761109,1.557718391
36,148,0.1535049658,1.265354766,1.274631891
36,164,-0.3449674061,1.395492294,1.437498262
36,180,-1.238110115,1.241047334,1.753030274
36,196,-1.30831938,1.143389917,1.737538518
36,212,-1.011466723,0.9798831094,1.408274064
36,228,2.543862525,1.434297396,2.920350247
36,244,3.607170201,3.020752211,4.704957043
36,260,1.239398107,0.06611916915,1.24116051
36,276,1.92441753,1.369844874,2.362172265
36,292,-0.8891389072,0.7815184432,1.183781683
36,308,-2.946763605,-0.6069335985,3.00861831
36,324,-1.828485854,-0.5296115584,1.903640964
36,340,0.03792935996,1.967227911,1.967593528
36,356,-0.3270386867,0.6709478787,0.746408306
36,372,-1.223349449,-2.523003028,2.803948672
36,388,-1.464275576,-2.853870982,3.207597628
36,404,-1.004276524,-1.322215408,1.660368911
36,420,-0.6312034856,-3.512566289,3.568828908
36,436,2.036025371,-1.085733705,2.307426486
36,452,3.705338936,-1.470514015,3.986470632
36,468,2.873039823,0.03560664172,2.873260458
36,484,2.619690512,-0.5864636178,2.684533098
36,500,1.8324963,-0.0846163589,1.834448859
52,20,-3.72233841,-0.278235796,3.732722652
52,36,-3.277605807,1.407273384,3.566948024
52,52,-2.488001326,-0.3680699291,2.515079734
52,68,-1.506410919,-0.1877921276,1.518071059
52,84,-0.7616697827,-0.6610938447,1.008556359
52,100,-0.5077526008,-0.4125508778,0.654225443
52,116,-0.6454054134,0.17102833,0.667681689
52,132,0.08543451457,0.3809082219,0.390371784
52,148,0.2831150361,-0.0843958256,0.295426436
52,164,-0.2693103711,0.09854992425,0.286775458
52,180,-1.474430398,0.4345777415,1.537141116
52,196,-1.965357442,-0.329190865,1.992735933
52,212,0.07789221171,-0.02429324559,0.081592637
52,228,2.801650996,2.290644946,3.618881398
52,244,4.027962488,2.3143323,4.645494139
52,260,4.31618413,4.350395649,6.128245079
52,276,2.328390917,2.926052216,3.739409824
52,292,-0.0282761553,2.727330955,2.72747753
52,308,-1.763048597,0.9148185969,1.986261166
52,324,-1.760946784,0.4643765434,1.821147756
52,340,-0.4225501633,1.573361957,1.629115247
52,356,-0.7912835789,2.059746536,2.206509799
52,372,-0.3469062116,-0.301186984,0.459409968
52,388,-0.3093519029,-1.106891913,1.149307751
52,404,-0.08168177548,-0.5372315746,0.543405629
52,420,0.3808572869,-3.943116508,3.961466909
52,436,3.676962547,-1.053689607,3.824959524
52,452,3.174910914,0.6207997309,3.235035026
