x [px],y [px],u [px/frame],v [px/frame],magnitude
20,20,-1.949099242,1.145394533,2.260733618
20,36,-1.736916496,1.707831504,2.435891492
20,52,-1.15447308,3.157789385,3.36220789
20,68,-1.895828666,2.796134902,3.378244621
20,84,-1.584327186,1.513646121,2.191168002
20,100,-0.1653871265,-0.1292776074,0.209918083
20,116,1.910815339,-0.7649585635,2.058246065
20,132,2.842851078,-1.038225483,3.026502008
20,148,2.478772468,0.4276374037,2.515389969
20,164,1.401086544,0.3891272863,1.45411951
20,180,-0.2084908329,0.2740664331,0.344355684
20,196,0.573118382,0.5431337607,0.789594175
20,212,-0.9090555297,1.404636488,1.673136462
20,228,-1.725125067,1.105271813,2.048824609
20,244,-1.835963287,0.4617503553,1.893138817
20,260,-1.256273342,0.06396405181,1.257900676
20,276,-1.746192044,0.3435194392,1.779660715
20,292,-3.562553096,1.34677883,3.808621506
20,308,-2.271133887,1.102229431,2.524471995
20,324,0.5891595653,0.1471736857,0.607263606
20,340,1.838063911,0.7118633163,1.971098253
20,356,2.369198722,1.40070848,2.752287563
20,372,0.9935283349,2.581990922,2.766545802
20,388,0.7338240629,2.804436094,2.898854871
20,404,0.6119129538,2.136568474,2.222467617
20,420,1.921390941,2.156860189,2.888561757
20,436,1.481685679,4.795770923,5.019443315
20,452,0.8749346347,2.980702921,3.106461092
20,468,-0.4028063685,-1.166499206,1.234088071
20,484,-1.188931352,0.04070953947,1.189628104
20,500,-1.800225641,0.8730526832,2.000758193
36,20,-2.161281989,0.5829575622,2.23852169
36,36,-2.107177166,0.8203105927,2.261217609
36,52,-1.979598183,1.921616939,2.758880321
36,68,-0.6780871112,1.736248317,1.863963612
36,84,-0.3514933136,1.202124338,1.252457773
36,100,0.624928952,0.3930134949,0.73823831
36,116,2.025176048,-0.2173057581,2.036801369
36,132,2.599607476,-0.285141506,2.615198789
36,148,1.92414352,0.1264890213,1.928296595
36,164,0.2126493453,0.2169993484,0.303823076
36,180,0.3372692683,0.1533525968,0.370496394
36,196,-0.01141853157,0.4829867654,0.483121722
36,212,-0.5865435787,0.699028417,0.912509779
36,228,-1.25013665,1.247966913,1.766426636
36,244,-0.984795531,0.6902366568,1.202600882
36,260,-0.8736446943,0.317832238,0.92966251
36,276,0.2366470014,0.3309652454,0.406865822
36,292,-0.3667912591,0.3544722673,0.510084715
36,308,-1.046436683,1.343706357,1.703107896
