x [px],y [px],u [px/frame],v [px/frame],magnitude
20,20,-3.0479502,-1.925618407,3.60527484
20,36,-2.759608546,-2.115893801,3.477419432
20,52,-2.094594745,-2.421811865,3.201952507
20,68,-1.524528519,-2.805867786,3.193286902
20,84,-1.507188476,-2.17751318,2.648241067
20,100,-0.8924536224,-0.7194320852,1.146322814
20,116,2.333246895,2.892479091,3.716244928
20,132,2.078750764,4.403567644,4.869559809
20,148,0.6135061053,1.562883835,1.678986487
20,164,0.8620266113,2.379544338,2.530873591
20,180,-0.2253004193,4.08459043,4.090799342
20,196,-1.321638598,3.105955368,3.375453648
20,212,-1.560383856,1.85273486,2.422276665
20,228,1.772225622,3.555069562,3.972317113
20,244,3.665542518,5.10453695,6.284305803
20,260,1.018321998,3.891000943,4.022047741
20,276,-2.985276236,1.642415933,3.407257593
20,292,-5.271929373,-0.3464026758,5.283297657
20,308,-3.900173828,-0.5161748611,3.934182555
20,324,-1.519067476,-2.066339217,2.56462936
20,340,1.272438079,-2.602591296,2.896995015
20,356,-3.086332969,0.09358009981,3.087751355
20,372,-2.280349181,-0.5020801271,2.334968274
20,388,-1.656493255,-1.261323263,2.082043774
20,404,-1.094440347,-1.985433982,2.267101182
20,420,0.3455510598,-3.122640033,3.141701181
20,436,1.80718591,-3.626488914,4.051832025
20,452,1.477248903,-1.492662783,2.100072976
20,468,0.9973157266,-0.1384442587,1.006879075
20,484,-1.266075131,0.5598509699,1.384333539
20,500,-3.159216252,1.551832708,3.519777277
36,20,-3.336291855,-1.735343012,3.760619458
36,36,-3.136280692,-2.000251133,3.719846929
36,52,-1.99964717,-2.343674007,3.080811039
36,68,-0.9718023352,-3.818278313,3.940006225
36,84,-2.104583288,-3.007239669,3.670526017
36,100,-0.8824478079,-0.5756234297,1.053592173
36,116,-0.0999749627,1.916203852,1.918810099
36,132,0.3169388164,1.779632769,1.807634644
36,148,-0.255623427,0.7001358456,0.745341223
36,164,-0.54970315,0.6989966817,0.889252447
36,180,-1.325488167,1.020276161,1.672687157
36,196,-1.640541192,1.545886547,2.254138554
