x [px],y [px],u [px/frame],v [px/frame],magnitude
20,20,-2.346679078,1.286722043,2.676295259
20,36,-1.736984548,-0.7000074688,1.872732169
20,52,-1.223977521,-1.202403603,1.715778365
20,68,-0.5000999047,-1.216755704,1.315520565
20,84,0.2282746598,-1.042322843,1.067026818
20,100,1.04156971,-0.6111391163,1.207625141
20,116,1.181771043,-0.4405576949,1.261219204
20,132,1.085436455,-0.4166436731,1.162653968
20,148,0.7595096631,-0.6833567325,1.021680651
20,164,0.6741982386,-0.4615974881,0.817077417
20,180,0.3925429903,0.2978763741,0.492768032
20,196,0.1462423646,0.3748890877,0.4024036
20,212,-0.1702234386,-0.3913833085,0.426798446
20,228,-2.240610521,0.884267235,2.408788918
20,244,-5.779993501,1.017197314,5.868817193
20,260,-1.278979683,0.8144406608,1.516279202
20,276,-1.815052537,1.207454479,2.179991291
20,292,-2.175928249,1.461544434,2.621216488
20,308,-1.624105651,1.418481106,2.156341303
20,324,-0.2926617567,1.160191142,1.196534325
20,340,0.4003787027,1.373544974,1.43070923
20,356,0.333253028,2.237557966,2.262238544
20,372,0.4566064931,2.305640909,2.350419003
20,388,0.3756425192,1.906006817,1.942670659
20,404,0.9599211978,0.9118875944,1.324004415
20,420,0.2830974148,1.749200267,1.771960982
20,436,-0.2098362739,2.023764262,2.034613735
20,452,0.04109538414,0.9640731485,0.964948634
20,468,0.4594471556,-1.40134368,1.474739231
20,484,-0.07410350533,-1.67275283,1.67439343
20,500,0.16028698,0.6668809216,0.685873224
36,20,-1.400970135,-0.01079436652,1.401011719
36,36,-1.25825488,-0.8353134045,1.510282698
36,52,-0.8581631775,-0.8277820255,1.192336832
36,68,-0.4732974858,-0.9489162031,1.060402033
36,84,0.0002167511425,-0.7252424347,0.725242467
36,100,0.6521201253,-0.4187487462,0.774991078
36,116,1.096889074,-0.4801945779,1.197394034
36,132,0.6963645229,-0.2850637963,0.752452601
36,148,0.7798537769,-0.3321282436,0.847632635
36,164,0.5605575714,0.1515752102,0.580689104
36,180,0.2332966514,0.7122194297,0.749455698
36,196,-1.000796914,0.5800336571,1.156733983
36,212,-1.465738843,0.01548907198,1.46582068
36,228,-1.780000015,0.8971883946,1.99332563
36,244,-1.711289978,0.9417250276,1.953294503
36,260,-0.2966927663,0.1839431861,0.349086942
36,276,-1.286844232,0.7884262043,1.509166643
36,292,-0.9078728575,0.5133521913,1.042959058
36,308,-0.2738263546,-0.5199871458,0.587679763
36,324,0.4033953933,-0.7858078776,0.883301683
36,340,0.22416205,-0.4359701642,0.490223019
36,356,0.04053514516,-0.2344214163,0.237900186
36,372,-0.2320590366,0.2599843385,0.348487091
36,388,-0.04599867646,0.1575373893,0.16411553
36,404,-0.03965840546,-0.3259167127,0.328320716
36,420,0.1107711032,0.306208232,0.325628191
36,436,-0.03302494558,1.747644126,1.747956132
36,452,0.09886319313,1.099023552,1.103461236
36,468,0.2762588347,-0.3803863481,0.470119897
36,484,0.08688046309,-0.8636714678,0.86803031
36,500,0.1685250864,0.008400361077,0.16873432
52,20,-0.02650609756,-0.6991203569,0.699622646
52,36,-0.6244297979,-0.7199327322,0.953003521
52,52,-0.924938045,-0.5415754522,1.071827578
52,68,-0.7274229108,-0.379200471,0.820327428
52,84,-0.2949739866,-0.3461832871,0.454810423
52,100,0.1440647057,-0.3022958727,0.334869279
52,116,0.5257756283,-0.1723440883,0.553301451
52,132,0.6895781513,0.08067944572,0.694281787
52,148,0.6397546843,0.5521401458,0.845070883
52,164,0.1518583822,0.6962727049,0.712640616
52,180,-0.3946525444,0.9075852093,0.989677494
52,196,-1.226371606,0.8165489454,1.473342966
