x [px],y [px],u [px/frame],v [px/frame],magnitude
20,20,-2.493232308,0.06571707079,2.494098249
20,36,-1.338360997,-0.9480986416,1.640152795
20,52,-1.060096833,-1.303604633,1.680235202
20,68,-0.3145319125,-1.393070027,1.428136697
20,84,0.3811222168,-1.375011782,1.426853722
20,100,1.031652703,-1.119334304,1.522240646
20,116,1.188255056,-0.7359501259,1.397702639
20,132,1.175598131,-0.1432565772,1.184294479
20,148,1.141618199,-0.4881186081,1.241592481
20,164,0.3786597937,-0.005719443085,0.378702986
20,180,-0.564198168,0.6982666977,0.897717079
20,196,-0.5727859362,1.709443237,1.802853269
20,212,-0.1595028883,0.8076037063,0.823204056
20,228,-2.860976512,1.736634271,3.346802234
20,244,-6.554368946,0.7716668052,6.599638016
20,260,-1.97362185,0.7015994473,2.094618102
20,276,-1.452471397,1.140446788,1.846697603
20,292,-1.974892228,1.282342591,2.354697822
20,308,-1.580388323,1.229457295,2.002296804
20,324,-0.5545463656,0.7724071233,0.95085984
20,340,0.2938706429,1.119925905,1.157840225
20,356,0.1815113971,2.304291323,2.311429187
20,372,0.1228852355,2.124179108,2.127730637
20,388,0.8271669393,1.712387792,1.901703735
20,404,0.9677839492,1.036415175,1.418013465
20,420,0.6388175453,1.784864348,1.895739591
20,436,0.2264856043,1.857987079,1.87174029
20,452,0.06688215266,0.7752683165,0.77814792
20,468,0.07539015622,-0.9183050014,0.92139446
20,484,-0.2765002638,-1.185761436,1.217572412
20,500,0.09294698345,0.3666197604,0.378218443
36,20,-1.183680568,-0.6109636702,1.332057166
36,36,-0.9392799606,-0.8021254798,1.235172915
36,52,-0.7376548832,-0.9445367567,1.198450838
36,68,-0.5000204178,-0.9252450201,1.051712302
36,84,0.173452155,-0.7998676377,0.818458238
36,100,0.7203882263,-0.5836875949,0.927173341
36,116,0.9337229754,-0.3255793741,0.988858192
36,132,1.078933494,-0.1230903698,1.085932191
36,148,1.177922617,-0.1824955632,1.191975806
36,164,0.7902095105,0.5103982206,0.940711121
36,180,0.1112170328,0.7918710856,0.799643073
36,196,-1.130940283,1.254694854,1.689166984
36,212,-1.524732795,0.9019498526,1.771531437
36,228,-2.177037595,1.278894448,2.524888849
36,244,-1.335907031,0.6986387585,1.507562175
36,260,-0.8973904304,0.4931290786,1.023955992
36,276,-0.3011472466,0.5641729354,0.63951604
36,292,-0.690053345,0.4186071364,0.807096991
36,308,-0.2542432204,-0.5162884383,0.57549402
36,324,0.152925966,-0.7171604922,0.733284067
36,340,0.1512075712,-0.3385095196,0.370745768
