x [px],y [px],u [px/frame],v [px/frame],magnitude
20,20,3.276824082,-2.995293209,4.439522212
20,36,0.4637200822,-3.400003961,3.431481203
20,52,-1.124574435,-0.8524174101,1.411128308
20,68,-1.010749796,0.01545261581,1.010867911
20,84,-0.1239501981,-0.2310894169,0.262232664
20,100,0.5502901702,0.6290128511,0.835749028
20,116,1.148722723,-0.4521094494,1.234490522
20,132,0.4115915789,-0.9349208792,1.021510978
20,148,-0.0774306215,-1.232198116,1.234628567
20,164,0.190887846,-1.043718662,1.061031015
20,180,0.6482283928,-1.120683979,1.29465541
20,196,-0.4968534415,0.823432296,0.96171934
20,212,-1.045372025,1.693005377,1.989741158
20,228,-0.8346821734,1.560729832,1.769907325
20,244,-0.3426677176,1.082970983,1.135890538
20,260,0.1991324625,0.6576301931,0.687118046
20,276,-0.06160373971,0.351954319,0.357305001
20,292,-0.7074179767,1.531295475,1.686803493
20,308,-1.441683736,1.748674292,2.266343702
20,324,-0.004621801892,1.141855939,1.141865293
20,340,0.7632288715,0.4763468878,0.899680314
20,356,0.8861911662,0.6822001759,1.11836124
20,372,0.5769373213,1.200553978,1.331985933
20,388,1.319696912,1.107147044,1.722606896
20,404,0.8664578392,1.463741588,1.700966967
20,420,-0.04519522879,1.832500093,1.833057337
20,436,-0.4497630481,2.367177236,2.409525859
20,452,-0.7599892387,0.4119956274,0.864479057
20,468,-0.4816425054,-0.8064464974,0.939327129
20,484,-0.3324036795,-1.028760364,1.081129082
20,500,0.1043730556,0.3574106799,0.372338729
36,20,3.447986655,-3.833202962,5.155778983
36,36,0.4015272165,-1.894861992,1.936937292
36,52,-0.7932067296,-0.7430578056,1.086881695
36,68,-0.5008309076,-0.5662862458,0.755983935
36,84,-0.2455497303,-0.577234222,0.627291015
36,100,0.4458080244,-0.8080798945,0.922896479
36,116,1.309643011,-1.089200998,1.703385931
36,132,0.6992186713,-0.4736997924,0.844569857
36,148,0.1436396592,-0.3136080665,0.344938213
36,164,0.2818995935,0.06903474155,0.290229524
36,180,-0.1026960171,0.5096198851,0.519864308
36,196,-0.8396199003,0.755294323,1.129349853
36,212,-1.33705024,1.234921239,1.820091704
36,228,-0.965417128,1.222477796,1.557716981
36,244,-0.1708504666,0.8863060848,0.902623043
36,260,0.308692339,0.4295039212,0.528927763
36,276,0.2196059767,0.06603140363,0.229318406
36,292,-0.46850617,0.005288745096,0.46853602
36,308,-0.6556817297,0.1110558169,0.665020244
36,324,0.08316226171,-0.4352029607,0.443077396
36,340,0.3917210516,-0.5840832623,0.703277072
36,356,0.2843521201,-0.5389616128,0.609373242
36,372,0.3738935431,-0.04826338015,0.37699567
36,388,0.3365473585,0.129101842,0.360459998
36,404,0.2368151423,0.02188812471,0.237824519
36,420,-0.1673590736,0.6873615628,0.707442561
36,436,-0.5330909429,1.504831526,1.596466058
36,452,-0.470572903,0.7023667779,0.845433586
36,468,-0.2404979788,-0.4469112759,0.507512528
36,484,0.01185348868,-0.7891083927,0.789197415
